Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
058_BS_GLfiltered	2731	0.985	413.658	15.147%	65.525	17.111%	0.02496	0.968
058_SU_T1-R1filtered	7299	0.997	593.817	8.136%	83.224	7.84%	0.00695	0.994
058_SU_T1-R2filtered	10071	0.998	679.64	6.748%	94.246	6.416%	0.00477	0.996
059_SU_T1-R1filtered	1851	0.984	320.759	17.329%	47.02	17.586%	0.02841	0.969
059_SU_T1-R2filtered	1658	0.986	289.976	17.49%	39.634	16.885%	0.02855	0.97
065_BS_GLfiltered	1839	0.985	324.395	17.64%	43.07	17.087%	0.03015	0.967
065_SU_T1-R1filtered	14910	0.999	566.042	3.796%	76.438	3.607%	0.00142	0.999
065_SU_T1-R2filtered	14106	0.999	673.791	4.777%	91.24	4.533%	0.00187	0.998
065_SU_T1-R3filtered	8057	0.997	595.879	7.396%	84.35	7.633%	0.00513	0.993
065_SU_T1-R4filtered	10236	0.998	633.931	6.193%	90.573	6.465%	0.00387	0.995
065_SU_T1-R5filtered	11084	0.999	613.599	5.536%	82.57	5.344%	0.00307	0.997
065_SU_T1-R6filtered	12949	0.999	625.332	4.829%	85.412	4.659%	0.00194	0.998
065_SU_T1-R7filtered	2637	0.987	416.268	15.786%	55.846	16.147%	0.02479	0.967
066_SU_T1-R1filtered	7955	0.995	707.864	8.898%	109.144	9.57%	0.00897	0.991
066_SU_T1-R2filtered	6582	0.994	646.768	9.826%	100.675	10.86%	0.01022	0.988
080_BS_GLfiltered	6298	0.994	705.968	11.209%	99.888	10.896%	0.01093	0.988
081_BS_GLfiltered	2428	0.99	350.645	14.442%	48.474	14.142%	0.02155	0.979
081_SU_T1-R1filtered	3006	0.99	411.304	13.683%	57.15	13.871%	0.01967	0.979
081_SU_T1-R5filtered	3355	0.991	417.69	12.45%	58.688	13.123%	0.01351	0.979
081_SU_T1-R6filtered	3568	0.993	437.24	12.254%	60.829	12.155%	0.01292	0.984
082_BS_GL	4060	0.986	600.54	14.792%	92.279	16.43%	0.02197	0.97
082_SU_T1-R1filtered	10625	0.998	714.04	6.72%	96.763	6.419%	0.0044	0.996
082_SU_T1-R2filtered	7664	0.997	597.67	7.798%	82.879	7.669%	0.00528	0.994
082_SU_T1-R3filtered	3606	0.988	495.876	13.751%	73.187	15.256%	0.01749	0.971
082_SU_T1-R4filtered	8486	0.996	681.075	8.026%	106.418	8.825%	0.0057	0.992
082_SU_T1-R5filtered	2705	0.988	396.904	14.673%	53.5	15.154%	0.02052	0.97
099_BS_GLfiltered	4706	0.996	471.163	10.012%	65.837	9.442%	0.01005	0.991
099_SU_T1-R4filtered	2267	0.986	369.85	16.315%	51.574	16.783%	0.02535	0.967
099_SU_T1-R5filtered	3490	0.994	425.704	12.198%	53.906	10.656%	0.01298	0.989
099_SU_T1-R6filtered	3071	0.98	552.709	17.998%	85.233	19.99%	0.03478	0.956
099_SU_T1-R7filtered	2923	0.986	455.422	15.581%	65.631	16.444%	0.02245	0.969
100_BS_GLfiltered	6035	0.995	652.063	10.805%	90.331	10.149%	0.01121	0.99
100_SU_T1-R1filtered	14891	0.999	844.877	5.674%	111.116	5.176%	0.00358	0.997
100_SU_T1-R2filtered	14772	0.998	882.871	5.977%	132.491	6.156%	0.00434	0.996
100_SU_T1-R3filtered	9041	0.996	823.276	9.106%	112.4	8.694%	0.00663	0.992
