Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
082_SU_T1-R1filtered	10625	0.998	683.672	6.435%	91.84	6.093%	0.0041	0.996
082_SU_T1-R2filtered	7664	0.997	585.445	7.639%	78.972	7.308%	0.00501	0.994
082_SU_T1-R3filtered	3606	0.988	505.044	14.006%	73.069	15.231%	0.01767	0.971
082_SU_T1-R4filtered	8486	0.997	655.363	7.723%	99.489	8.251%	0.00519	0.993
082_SU_T1-R5filtered	2705	0.988	397.981	14.713%	53.622	15.188%	0.02069	0.97
099_BS_GLfiltered	4706	0.996	441.138	9.374%	61.737	8.854%	0.00923	0.993
099_SU_T1-R4filtered	2267	0.989	328.254	14.48%	44.452	14.465%	0.01981	0.976
099_SU_T1-R5filtered	3490	0.994	409.332	11.729%	53.407	10.558%	0.01293	0.989
099_SU_T1-R6filtered	3071	0.987	465.805	15.168%	69.484	16.296%	0.0222	0.971
099_SU_T1-R7filtered	2923	0.989	409.773	14.019%	58.491	14.655%	0.01715	0.975
100_BS_GLfiltered	6035	0.995	645.295	10.693%	89.026	10.002%	0.0109	0.99
100_SU_T1-R1filtered	14891	0.999	744.83	5.002%	95.847	4.465%	0.00282	0.998
100_SU_T1-R2filtered	14772	0.999	800.853	5.421%	108.865	5.058%	0.00287	0.998
100_SU_T1-R3filtered	9041	0.997	796.149	8.806%	106.898	8.268%	0.00606	0.993
