Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
038_SU_T1-R1	3819	0.928	1356.972	35.532%	203.343	37.996%	0.10359	0.846
038_SU_T1-R2	3408	0.918	1199.537	35.198%	192.672	40.362%	0.11078	0.823
056_BS_GLfiltered	6744	0.935	2304.094	34.165%	368.743	36.874%	0.1049	0.882
056_SU_T1-R3filtered	7937	0.94	2517.3	31.716%	404.561	35.953%	0.09161	0.882
057_BS_GLfiltered	2747	0.924	1003.1	36.516%	148.158	38.361%	0.11773	0.831
057_SU_T1-R1filtered	4976	0.941	1637.922	32.916%	212.055	34.31%	0.09506	0.813
057_SU_T1-R2filtered	6816	0.923	2421.652	35.529%	359.351	41.58%	0.11284	0.815
058_BS_GLfiltered	2731	0.913	1050.097	38.451%	159.099	41.546%	0.12014	0.815
058_SU_T1-R1filtered	7299	0.955	2025.393	27.749%	322.183	30.351%	0.07005	0.915
058_SU_T1-R2filtered	10071	0.96	2646.075	26.274%	426.687	29.048%	0.06568	0.925
059_SU_T1-R1filtered	1851	0.942	585.938	31.655%	91.138	34.086%	0.09098	0.883
059_SU_T1-R2filtered	1658	0.944	509.872	30.752%	78.429	33.413%	0.0912	0.884
065_BS_GLfiltered	1839	0.95	542.469	29.498%	79.09	31.377%	0.07684	0.884
065_SU_T1-R1filtered	14910	0.98	3096.88	20.77%	429.069	20.249%	0.04328	0.959
065_SU_T1-R2filtered	14106	0.979	2925.905	20.742%	416.132	20.676%	0.04242	0.957
065_SU_T1-R3filtered	8057	0.959	2200.805	27.315%	317.023	28.687%	0.06555	0.91
065_SU_T1-R4filtered	10236	0.957	2707.647	26.452%	411.351	29.363%	0.0643	0.906
065_SU_T1-R5filtered	11084	0.964	2898.61	26.151%	414.8	26.844%	0.05657	0.922
065_SU_T1-R6filtered	12949	0.981	2642.957	20.411%	358.991	19.583%	0.04023	0.961
065_SU_T1-R7filtered	2637	0.949	774.016	29.352%	113.152	32.716%	0.08153	0.881
066_SU_T1-R1filtered	7955	0.927	2731.235	34.334%	436.065	38.237%	0.10536	0.851
066_SU_T1-R2filtered	6582	0.929	2133.057	32.407%	350.756	37.838%	0.09349	0.852
080_BS_GLfiltered	6298	0.933	2085.305	33.111%	341.373	37.236%	0.09444	0.871
081_BS_GLfiltered	2428	0.935	837.18	34.48%	122.521	35.745%	0.10246	0.861
081_SU_T1-R1filtered	3006	0.927	1031.426	34.312%	158.543	38.479%	0.10119	0.837
081_SU_T1-R5filtered	3355	0.956	956.185	28.5%	135.161	30.222%	0.07114	0.899
081_SU_T1-R6filtered	3568	0.926	1202.923	33.714%	191.353	38.235%	0.09862	0.843
082_BS_GL	4060	0.941	1249.548	30.777%	194.672	34.66%	0.08624	0.872
082_SU_T1-R1filtered	10625	0.96	2971.846	27.97%	442.778	29.375%	0.0718	0.921
082_SU_T1-R2filtered	7664	0.955	2200.342	28.71%	325.823	30.15%	0.07689	0.907
082_SU_T1-R3filtered	3606	0.945	1126.055	31.227%	166.226	34.65%	0.09465	0.879
082_SU_T1-R4filtered	8486	0.974	1980.217	23.335%	288.951	23.963%	0.05608	0.951
082_SU_T1-R5filtered	2705	0.935	884.439	32.696%	132.632	37.567%	0.10518	0.85
099_BS_GLfiltered	4706	0.943	1484.79	31.551%	248.616	35.653%	0.09984	0.899
099_SU_T1-R4filtered	2267	0.938	713.023	31.452%	108.534	35.318%	0.09544	0.859
099_SU_T1-R5filtered	3490	0.927	1258.063	36.048%	196.951	38.934%	0.1058	0.861
099_SU_T1-R6filtered	3071	0.908	1162.231	37.845%	183.528	43.044%	0.12405	0.803
099_SU_T1-R7filtered	2923	0.916	1023.65	35.021%	163.664	41.007%	0.12084	0.811
100_BS_GLfiltered	6035	0.945	2014.879	33.387%	313.285	35.197%	0.11173	0.904
100_SU_T1-R1filtered	14891	0.961	4042.68	27.148%	614.949	28.648%	0.06821	0.926
100_SU_T1-R2filtered	14772	0.956	4210.233	28.501%	654.04	30.389%	0.07392	0.918
100_SU_T1-R3filtered	9041	0.935	3013.046	33.326%	466.39	36.075%	0.0972	0.868
